ID,Text,Comment
Building.EfficientFarmhouse.FlavorDescription,"Verimlilik ""iş yerinde yemek yenmez"" kuralına dayanıyor.",
Building.EfficientMine.Description,Yer Altı Harabelerinden hurda metal çıkaran madencileri istihdam eder. Yenilikçi tasarımı ile madencilik hızını en üst düzeye çıkarır.,"Underground Ruins is a building, same as Building.Underground Ruins.DisplayName"
Building.EfficientMine.DisplayName,Verimli Maden,An extracting facility which can be placed on underground ruins.
Building.EfficientMine.FlavorDescription,Demir Dişler yer altını ilk araştıran taraf olarak üstünlüğü ele geçirdiler.,"Reference to the ""upper hand"" phrase. The mine is built on top of underground human ruins."
Building.ExercisePlaza.Description,Temel kuvvet ve esneklik kazanmaya yönelik düzenli grup egzersizleri için ayrılmış bir alan.,
Building.ExercisePlaza.DisplayName,Egzersiz Alanı,
Building.ExercisePlaza.FlavorDescription,"Demir Dişler tıpkı ürettikleri şeyler gibi olmak isterler; hep daha sıkı, daha iyi, daha hızlı ve daha güçlü olmayı amaçlarlar.","Reference to the Daft Punk song ""Harder, Better, Faster, Stronger""."
Building.ExplosivesFactory.Description,Bulantıdan patlayıcılar üretir.,Explosives and badwater being goods names. Badwater should be the same as Good.Badwater.DisplayName.
Building.ExplosivesFactory.DisplayName,Patlayıcı Fabrikası,Explosives is name of a good.Explosives should be the same as Good.Explosives.PluralDisplayName
Building.FarmerMonument.DisplayName,Çiftçi Anıtı,A large statue of a farmer carrying a bundle of wheat.
Building.FarmerMonument.FlavorDescription,"Çorak araziyi dize getirir, halkı besler.",
Building.Farmhouse.Description,Ekin ekip biçen çiftçileri istihdam eder.,
Building.Farmhouse.DisplayName,Çiftlik Evi,
Building.Farmhouse.FlavorDescription,"Tarım, bugünün kunduz toplumunun temel taşlarından biridir.",
Building.Fermenter.Description,Besleyici gıdalar üretmek için bitkileri mayalandırır.,Ferments should be the same as in Building.Fermenter.DisplayName
Building.Fermenter.DisplayName,Mayalandırma Aleti,A building that ferments plants to make food.
Building.Fermenter.FlavorDescription,Birkaç olay yaşanınca mayalanmasına izin verilen ürünlere sınır getirildi.,Referrencing fermentation used to produce alcoholic beverages.
Building.FlameOfUnity.DisplayName,Birlik Ateşi,A large beacon held by four beaver statues.
Building.FlameOfUnity.FlavorDescription,"""Kunduzları bir araya getirmenin en iyi yolu üretim kotalarıdır."" —İhtiyar Kazko","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Floodgate.Description,Suyu ayarlanabilir bir yüksekliğe kadar engeller.,
Building.Floodgate.DisplayName,Bent Kapağı,
Building.Floodgate.FlavorDescription,İhtiyar Kazko ilk Bent Kapağını icat edene kadar kimse barajların geliştirilebileceğini düşünmemişti.,
Building.Floodgate.Height,Yükseklik: {0},
Building.Floodgate.Synchronize,Bitişiğindeki bent kapakları ile senkronize et,
Building.FluidDump.Description,Suyu veya bulantıyı tahliye eder.,Badwater should be the same as Good.Badwater.DisplayName.
Building.FluidDump.DisplayName,Sıvı Atığı,
Building.FluidDump.ToggleLabel,Sıvı:,Label of the toggle button in fluid dump panel that changes the type of fluid that is being dumped (water or badwater)
Building.FoodFactory.Description,Malzemeleri işleyerek besine çevirir.,"Rations should be the same as in Good.AlgaeRation.DisplayName, Good.CornRation.DisplayName and Good.EggplantRation.DisplayName"
Building.FoodFactory.DisplayName,Yiyecek Fabrikası,A factory building that literally produces food.
Building.FoodFactory.FlavorDescription,"Bundan önce, iş sırasında bir şeyler atıştırmak genelde yapılara zarar veriyordu.",A hungry beaver may take a bite of a [wooden] construction it's working on.
Building.Forester.Description,Ağaçlar ve çalılar eker.,
Building.Forester.DisplayName,Ormancı Binası,A building with a worker that plants trees and bushes
Building.Forester.FlavorDescription,"Cesur ve güzel ormancılar, kunduz toplumunun kalbidir.","Forresters are a family of central characters in ""Bold and Beautiful"", an extremely long-running American soap opera. Feel free to adapt this flavor, do not translate that literally."
Building.FountainOfJoy.DisplayName,Neşe Çeşmesi,A large water fountain with statues on top.
Building.FountainOfJoy.FlavorDescription,Seni mutlu eden hiçbir şey boşuna değildir.,Water is a very preciuos resource in Timberborn - fountains could be seen as a waste.
Building.GathererFlag.Description,Yabani bitkilerden mal toplar.,
Building.GathererFlag.DisplayName,Toplayıcı Bayrağı,Flag' could also be a Post or something similar as long as it is consistent with other Flags and different from Haulers Post
Building.GathererFlag.FlavorDescription,"Yemişleri sepete koyan kunduzlar, yanlışlıkla lezzetli bir tatlı keşfettiler.",
Building.GearWorkshop.Description,Tahtalardan dişli üretir.,Gears and Planks are goods; keep consistent.
Building.GearWorkshop.DisplayName,Dişli Atölyesi,Gear is a good
Building.GearWorkshop.FlavorDescription,"“Ahşap diş, bizim işimiz!” sözü İhtiyar Kazko'nun hızlı sanayileşmeyi teşvik ederken kullandığı bir slogandı.","Metal Gear Solid is a famous Japanese video game series. Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.GeothermalEngine.Description,Jeotermal Alandan faydalanarak enerji üreten büyük bir türbin.,
Building.GeothermalEngine.DisplayName,Jeotermal Motor,
Building.GeothermalField.Description,Doğru yapı ile faydalanılabilen sürekli ve bedelsiz bir enerji kaynağı.,
Building.GeothermalField.DisplayName,Jeotermal Alan,
Building.GravityBattery.Description,Enerji fazlasını depolar ve şebekesinin enerjisi yetersiz kaldığında depoladıklarını geri verir. Ne kadar yüksek inşa edilirse o kadar fazla enerji depolayabilir.,
Building.GravityBattery.DisplayName,Yer Çekimi Aküsü,"A battery in the form of a crane, that stores power by raising a heavy weight above the ground."
Building.GravityBattery.FlavorDescription,Kendi fizik kurallarını koyduğunda işte bunu yapabilirsin.,Gravity batteries in the real world do not make sense from the physics standpoint.
Building.GreaseFactory.Description,Bot makinelerinin daha sorunsuz çalışması için makine yağı üreten bir fabrika.,Bots should be the same as in Bot.TemplateName. Grease should be the same as Good.Grease.DisplayName.
Building.GreaseFactory.DisplayName,Yağ Fabrikası,Grease should be the same as Good.Grease.DisplayName.
Building.GreaseFactory.FlavorDescription,"""Bir bot sistematik de olur, hidromatik de... Neden yağlanamasın ki?"" —İhtiyar Kazko","Reference to the song ""Greased Lightning"" from the movie ""Grease"" (1978). Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.Grill.Description,Sebzeleri kızartır.,
Building.Grill.DisplayName,Izgaracı,A place that grills
Building.Grill.FlavorDescription,"“Püre yap, haşla, yapışmaz tavada kızart!” -Ngonel Nine imzalı “Patates Yemenin 500 Yolu”","Adapted quote from Lord of the Rings paired with a nod to an infamous Soviet-era cookbook ""500 potato dishes"". Ma' Ngonel is an almost legendary figure - a beaver grandma, known for her stern hand, cooking skills and respect among both kits and adult beavers. Her name is an inside joke, as our community constantly demands an addition of catapults, mangonels etc."
Building.Gristmill.Description,Kökleri ve tohumları öğüterek un hâline getirir.,"Plant matter meaning different parts of plants, such as roots or flowers."
Building.Gristmill.DisplayName,Buğday Değirmeni,
Building.Gristmill.FlavorDescription,"Daha rafine zevkler, daha rafine yiyeceklere önayak olur.",
Building.Hammock.Description,"Rahatlamaya yarayan, sallanan bir oturak.",
Building.Hammock.DisplayName,Hamak,A free-standing hammock that beavers can rest in.
Building.Hammock.FlavorDescription,"Önceden ağaçlara bağlıydılar, ta ki bir sürü ağaç kesme kazası yaşanana kadar.",
Building.HaulingPost.Description,"Nakliyeciler, bir bölgedeki işçilere mal taşımalarında yardımcı olarak verimliliklerini büyük ölçüde artırır.",
Building.HaulingPost.DisplayName,Nakliye Merkezi,Keep different from Flag buildings since the building is of a different category than flags.
Building.HaulingPost.FlavorDescription,"Dikkat et de bir nakliyecinin kuyruğuna basma, onlar kunduzların en kaslıları.",
Building.Hedge.Description,Dekoratif bir çalı çit.,
Building.Hedge.DisplayName,Çalı Çit,
Building.Hedge.FlavorDescription,Labirent kunduzları durdurur mu hiç? Bir ısırığa bakar.,
Building.Herbalist.Description,Hasta kunduzları iyileştiren bir ilaç üretir.,Antidote should be the same as Good.Antidote. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Building.Herbalist.DisplayName,Şifacı,A building that serves as an antidote factory. It doesn't heal beavers inside.
Building.Herbalist.FlavorDescription,Kaynatma aparatı yalnızca tıbbi amaçlar için kullanılır.,This building kind of resembles an alcohol brewery.
Building.HydroponicGarden.Description,Açık hava tarımına uygun olmayan bitkiler yetiştirir.,
Building.HydroponicGarden.DisplayName,Topraksız Bahçe,An artificial garden that's used to cultivate special plants.
Building.HydroponicGarden.FlavorDescription,"Bu fikir, mantarlar ile kaplanmış nemli insancık kalıntılarının keşfedilmesi ile ortaya çıktı.","Referencing Timberborn's post-apo theme, but also a little bit of The Last of Us."
Building.ImpermeableFloor.Description,Su geçirmeyen bir zemin paneli.,
Building.ImpermeableFloor.DisplayName,Su Geçirmez Zemin,"It's a metal floor tile that doesn't let any water through, hence Impermeable."
Building.ImpermeableFloor.FlavorDescription,Her şey bir kunduzun sızdıran bir çatının sesinden bıkmasıyla başladı.,
Building.IndustrialLumberMill.Description,Odunlardan tahta üretir. Yenilikçi tasarımı ile aynı alana daha fazla işçi sığdırır.,"Planks should be the same as Good.Plank.DisplayName, Logs should be the same as Good.Log.DisplayName"
Building.IndustrialLumberMill.DisplayName,Endüstriyel Kereste Fabrikası,Lumber Mill should be the same as in Building.LumberMill.DisplayName
Building.IndustrialLumberMill.FlavorDescription,"Bir testerenin nesi var, iki testerenin sesi var.","Referencing the ""two beavers are better than one"" song, plus the IT lumbermill has two saws rather than one that's in the FT version."
Building.Inventor.DisplayName,Mucit Evi,
Building.Inventor.FlavorDescription,"İhtiyar Kazko efsanesinden esinlenen kunduz mucitler, kereste teknolojisini geliştirmek için her zaman heveslidir.","Ol' Kazko is a legendary forefather of modern beavers, famous inventor, pioneer of rapid industrialization."
Building.IrrigationBarrier.Description,Toprak sulamasını durdurur ve kirliliğin yer altına yayılmasını engeller.,Name of the building that stops spreading soil contamination that's placed on the ground and is presented as square with objects sticking out of the ground.
Building.IrrigationBarrier.DisplayName,Sulama Bariyeri,Name of the building that stops spreading soil irrigation (both moisture and contamination) that's placed on the ground and is presented as square with objects sticking out of the ground. Barrier should be the same between Building.IrrigationBarrier.DisplayName and Building.ContaminationBarrier.DisplayName.
Building.IrrigationBarrier.FlavorDescription,"Demir Dişler, çöl hayatını her açıdan kontrol etmeyi sever.",Iron Teeth must be the same as Faction.IronTeeth.DisplayName.
Building.LaborerMonument.DisplayName,İşçi Anıtı,Name of a monument
Building.LaborerMonument.FlavorDescription,"El işçiliği yerini sanayileşmeye bıraktıktan sonra bile, Demir Dişlerin çalışma ahlakı değişmedi.",
Building.Lantern.Description,Dekoratif bir lamba.,
Building.Lantern.DisplayName,Fener,
Building.Lantern.FlavorDescription,"Doğaları gereği gececi olan günümüz kunduzları, hava karardığında biraz tedirgin olurlar.",
Building.LargeBarrack.DisplayName,Büyük Baraka,Barracks are cramped homes for beavers. Not related to soldiers. A bigger variant of Building.Barrack.
Building.LargeBarrack.FlavorDescription,"""Mahremiyet"" de neymiş?",Barracks are very cramped so there isn't much private space.
Building.LargeIndustrialPile.DisplayName,Büyük Endüstriyel Yığın,
Building.LargeIndustrialPile.FlavorDescription,Bir yığından daha iyi ne olabilir? Bir yığın yığını.,"The building is an improved, stackable variant of Building.LargePile"
